"i";"j";"lon";"lat";"PL_1";"PL_2";"PL_3";"PL_4";"PL_5";"PL_6";"flag"
1.0;1.0;-34.905373316590115;-8.0775235416355;136.3562050727179;128.75238476632893;101.01684306515111;128.7523836299921;141.15092437921675;137.98490964835872;false
1.0;2.0;-34.90532794977034;-8.0775235416355;136.30748127955164;128.66629079041832;101.31521210134424;128.66628964948632;141.1122010331206;137.94939843783217;false
1.0;3.0;-34.90528258295056;-8.0775235416355;136.2587049229843;128.5798479955046;101.61017457439875;128.5798468499411;141.07344434998788;137.91391621737472;false
1.0;4.0;-34.905237216130786;-8.0775235416355;136.20987633556837;128.49305361414986;101.90178130489501;128.49305246391805;141.03465449471562;137.8784636978602;false
1.0;5.0;-34.90519184931101;-8.0775235416355;136.16099585722907;128.40590484678594;102.19008353498057;128.40590369184855;140.99583163511772;137.8430415961643;false
1.0;6.0;-34.90514648249123;-8.0775235416355;136.11206383536896;128.31839886123225;102.4751327489618;128.31839770155162;140.95697594195786;137.80765063518396;false
