"i";"j";"lon";"lat";"PL_1";"PL_2";"PL_3";"PL_4";"PL_5";"PL_6"
"1.0";"1.0";"-34.90505574911665";"-8.077209124532496";144.748096314741;137.34247779172463;112.6224984683578;137.34247665807268;149.47762075586186;146.35376249776203
"1.0";"2.0";"-34.90437524734995";"-8.077209124532496";144.01691826793095;136.0143574925657;116.52038220263971;136.0143562825894;148.90128577912714;145.83293189817905
"1.0";"3.0";"-34.903694745583245";"-8.077209124532496";143.27461819501403;134.5937560768729;119.81323887317426;134.59375477979157;148.3178311709394;145.32139854474468
"1.0";"4.0";"-34.90301424381654";"-8.077209124532496";142.52298631407913;133.06714997787537;122.65696444627322;133.06714858051885;147.72805834183916;144.82213779819622
"1.0";"5.0";"-34.90233374204984";"-8.077209124532496";141.76440601965376;131.41791211266474;125.1562342366575;131.41791059874026;147.13298039234294;144.33846041773367
"1.0";"6.0";"-34.90165324028314";"-8.077209124532496";141.00198091951106;129.62532786718475;127.38385003633553;129.6253262162571;146.53385850203912;143.87400155557376
"1.0";"7.0";"-34.90097273851644";"-8.077209124532496";140.23967629748225;127.66321674039895;129.39216276204507;127.6632149264536;145.93224226056407;143.43269228102966
"1.0";"8.0";"-34.900292236749735";"-8.077209124532496";139.48246942185665;125.49798094766552;131.21993784432703;125.49797893706838;145.33001340813578;143.0187098370155
"1.0";"9.0";"-34.89961173498303";"-8.077209124532496";123.04446862229236;109.55640650067095;122.9076010259619;134.204323026626;134.64350616051382;138.88092105389168
"1.0";"10.0";"-34.89893123321633";"-8.077209124532496";121.99313624385435;87.16867340700013;122.45044856464175;122.9531692991478;129.64029636174726;137.50449971879584
"1.0";"11.0";"-34.89825073144963";"-8.077209124532496";124.97191813824138;95.96641963301246;129.61749534231402;121.74766890114418;132.74318801928396;135.4261126397575
"1.0";"12.0";"-34.89757022968293";"-8.077209124532496";119.54753761719307;84.11927974651381;129.35063396731064;119.08039057413687;131.40334453483925;136.6934726095873
