"lat";"lon";"PLBTS1";"PLBTS2";"PLBTS3";"PLBTS4";"PLBTS5";"PLBTS6";"SqEuclidean1";"SqEuclidean2";"SqEuclidean3";"latM";"longM";"distance";"Point_i";"Point_j"
-8.072408;-34.892197;107.965;114.64;113.74000000000001;91.59;110.19;129.74;"(12,30)";"(58,146)";"(115,292)";-8.072403034529376;-34.89217173971177;0.002836066088473068;115;292
-8.07012;-34.900906;125.24000000000001;127.79;117.64;121.09;131.59;123.24000000000001;"(17,11)";"(85,51)";"(170,101)";-8.069932614434316;-34.900836720298926;0.022194724823819147;170;101
-8.071112;-34.891991;103.315;124.915;125.715;111.09;89.19;138.99;"(15,30)";"(72,148)";"(144,296)";-8.071100449388345;-34.89199031795492;0.0012869260107543714;144;296
-8.069907;-34.897564;106.85666666666671;119.09;118.8233333333333;116.52333333333331;122.9233333333333;108.69;"(19,13)";"(95,63)";"(190,125)";-8.069034279854295;-34.899747949641345;0.25935760120638013;190;125
-8.068336;-34.891666;106.49000000000001;130.34;127.24000000000001;116.19;119.99000000000001;117.19;"(21,31)";"(106,146)";"(211,292)";-8.068091028545272;-34.892171880826886;0.062016564127445425;211;292
-8.066428;-34.896801;126.99000000000001;99.89;124.54;107.29;124.59;89.89;"(26,19)";"(123,95)";"(246,191)";-8.066518943030234;-34.8967538562425;0.011369816795579009;246;191
-8.069284;-34.891315;105.9566666666667;137.1233333333333;128.82333333333332;124.5566666666667;109.2233333333333;131.75666666666672;"(17,34)";"(84,171)";"(168,339)";-8.070022447892319;-34.89003961669595;0.16270458356749487;168;339
-8.074922;-34.891212;126.5566666666667;125.29;131.79000000000002;97.69;125.4233333333333;145.2233333333333;"(7,33)";"(31,161)";"(61,321)";-8.074828537895435;-34.89085603130608;0.04055549288874863;61;321
-8.075447;-34.892929;112.85666666666671;124.69;120.29;106.5566666666667;122.15666666666671;134.82333333333332;"(5,28)";"(24,138)";"(47,276)";-8.07545737210145;-34.89289750510852;0.0036551591940847173;47;276
-8.075727;-34.899952;123.29;108.64;120.24000000000001;128.34;140.19;141.49;"(5,12)";"(22,60)";"(44,120)";-8.075592122288453;-34.89997469096989;0.015208638031733012;44;120
-8.069393;-34.898869;109.34;110.94;118.94;109.14;114.64;108.74000000000001;"(19,15)";"(88,80)";"(176,158)";-8.06966311406031;-34.89825086493511;0.07440730096782135;176;158
-8.065779;-34.88953;139.39;130.99;135.29000000000002;119.02333333333331;109.09;134.2233333333333;"(27,35)";"(131,164)";"(262,327)";-8.065800275366216;-34.890584163143366;0.11611493677864071;262;327
-8.07665;-34.899654;114.49000000000001;107.79;120.34;129.64;132.94;138.64;"(2,13)";"(6,66)";"(14,130)";-8.076939624158486;-34.89952100533565;0.035386862416526395;14;130
-8.070631;-34.900887;125.69;123.84;128.99;120.94;132.29000000000002;131.64;"(14,10)";"(66,51)";"(132,102)";-8.071639450136358;-34.900791334880246;0.11265988168797951;132;102
-8.068571;-34.897327;105.7233333333333;111.49000000000001;120.29;113.59;130.6233333333333;99.52333333333331;"(21,18)";"(101,89)";"(201,178)";-8.068540195835283;-34.89734356857063;0.0038817929974356334;201;178
-8.072277;-34.892097;109.85666666666671;109.4566666666667;124.39;91.4566666666667;113.39;130.99;"(12,30)";"(58,147)";"(116,293)";-8.072358117800375;-34.89212637494076;0.009584826260685613;116;293
-8.065793;-34.889816;136.0566666666667;131.7233333333333;136.6233333333333;124.69;101.9566666666667;131.25666666666672;"(27,35)";"(133,176)";"(266,351)";-8.065620608450212;-34.88949539812743;0.04017733789626775;266;351
-8.069659;-34.894741;106.6233333333333;124.4566666666667;122.4566666666667;122.8566666666667;109.4233333333333;99.49000000000001;"(22,28)";"(114,129)";"(227,258)";-8.067372360881254;-34.893714337450746;0.2783324447903975;227;258
-8.071859;-34.897263;104.0566666666667;114.79;122.5233333333333;104.02333333333331;129.9233333333333;114.3233333333333;"(16,21)";"(78,94)";"(157,186)";-8.07051653191133;-34.89698060092867;0.1525220072983558;157;186
-8.070683;-34.892117;108.7233333333333;134.5233333333333;123.7566666666667;113.6566666666667;108.5566666666667;129.0566666666667;"(18,32)";"(90,160)";"(180,318)";-8.069483447144306;-34.890992321430375;0.18204801772758056;180;318
-8.071414;-34.892063;107.04;123.59;132.94;103.84;105.34;134.44;"(12,33)";"(61,163)";"(121,325)";-8.07213353415537;-34.89067466346143;0.1725695857638733;121;325
-8.068862;-34.888805;118.52333333333331;132.99;128.5566666666667;122.4566666666667;108.52333333333331;128.6233333333333;"(20,37)";"(94,190)";"(186,382)";-8.069213946770299;-34.88808891430031;0.08804056113797509;186;382
-8.071692;-34.895218;111.24000000000001;111.49000000000001;109.34;100.49000000000001;118.29;115.24000000000001;"(19,20)";"(93,99)";"(186,197)";-8.069213946770299;-34.89648160330278;0.3087602206112723;186;197
-8.075974;-34.896133;120.29;115.59;130.1233333333333;121.69;126.69;129.6566666666667;"(5,21)";"(23,101)";"(47,201)";-8.07545737210145;-34.89629999918061;0.06033377843111241;47;201
-8.068027;-34.890438;124.82333333333331;132.7233333333333;133.9566666666667;120.59;105.4566666666667;122.65666666666671;"(22,34)";"(106,164)";"(212,328)";-8.06804611181627;-34.89053871510031;0.011293164751007825;212;328
-8.069847;-34.890697;107.35666666666671;111.02333333333331;114.59;100.59;85.5566666666667;126.19;"(17,33)";"(85,163)";"(169,325)";-8.069977531163318;-34.8906747420147;0.014723964663060272;169;325
-8.068743;-34.891083;123.9566666666667;131.49;131.0233333333333;115.9233333333333;82.09;119.2566666666667;"(20,32)";"(106,163)";"(212,326)";-8.06804611181627;-34.89062944661115;0.09221136122440143;212;326
-8.076917;-34.899548;123.15666666666671;109.4233333333333;121.9233333333333;134.39;133.5566666666667;138.69;"(2,13)";"(7,65)";"(15,129)";-8.076894707429485;-34.89956637273808;0.003200251770826648;15;129
-8.06489;-34.889542;137.09;133.69;132.6233333333333;131.5566666666667;127.65666666666671;133.49;"(32,9)";"(160,45)";"(319,89)";-8.063240021813154;-34.901381178369874;1.316660147128054;319;89
-8.06922;-34.889549;125.4233333333333;130.59;134.85666666666668;113.5566666666667;102.69;133.89;"(18,36)";"(88,176)";"(175,351)";-8.069708030789311;-34.889495237341336;0.05460381081781526;175;351
-8.06993;-34.897552;109.39;116.5566666666667;119.9233333333333;119.39;123.0233333333333;105.7566666666667;"(19,13)";"(97,58)";"(193,116)";-8.068899529667291;-34.900156244185574;0.3088473193649851;193;116
-8.066406;-34.896873;120.69;99.34;110.49000000000001;96.99000000000001;111.34;93.24000000000001;"(22,20)";"(112,96)";"(227,191)";-8.067372360881254;-34.896753837997544;0.10828290408685572;227;191
-8.072751;-34.890644;104.3233333333333;130.69;126.2233333333333;111.2233333333333;108.2233333333333;128.32333333333332;"(11,33)";"(55,163)";"(110,325)";-8.072627618174382;-34.89067464545613;0.014132180537440515;110;325
-8.070416;-34.896801;103.35666666666671;105.5566666666667;115.4233333333333;99.0566666666667;125.4233333333333;119.29;"(14,23)";"(63,115)";"(126,229)";-8.071908950510364;-34.89502982579583;0.2561617411698713;126;229
-8.064385;-34.893536;136.22333333333341;126.4233333333333;126.09;129.2233333333333;123.5566666666667;118.7233333333333;"(31,26)";"(154,127)";"(307,253)";-8.063779022561167;-34.89394126765174;0.08083779297194425;307;253
-8.06363;-34.89642;133.0566666666667;108.1233333333333;130.1566666666667;125.39;126.65666666666671;119.9233333333333;"(32,22)";"(156,103)";"(311,202)";-8.063599355645163;-34.89625490082156;0.01849854313933033;311;202
-8.07494;-34.900208;120.49000000000001;115.99000000000001;125.5566666666667;129.25666666666672;137.25666666666672;132.9566666666666;"(6,12)";"(27,59)";"(53,117)";-8.075187871727444;-34.90011079606854;0.029575031883279142;53;117
-8.071486;-34.89209;105.7233333333333;124.19;131.69;102.2233333333333;102.99000000000001;133.4233333333333;"(14,30)";"(66,147)";"(132,293)";-8.071639450136358;-34.892126398546516;0.01753206583559155;132;293
-8.070202;-34.897343;105.39;113.02333333333331;117.49000000000001;115.89;124.4233333333333;96.79;"(21,18)";"(101,89)";"(201,178)";-8.068540195835283;-34.89734356857063;0.18483640991624833;201;178
-8.069602;-34.900715;122.9233333333333;127.1233333333333;117.6566666666667;124.79;130.5566666666667;119.82333333333331;"(17,11)";"(85,51)";"(170,101)";-8.069932614434316;-34.900836720298926;0.03913994331179661;170;101
-8.072121;-34.896889;102.69;103.9233333333333;121.4233333333333;100.3233333333333;118.35666666666671;122.5233333333333;"(12,19)";"(56,102)";"(112,203)";-8.07253778471638;-34.89620933241255;0.08804101037194652;112;203
-8.073793;-34.898491;116.1566666666667;98.6233333333333;92.8233333333333;103.6233333333333;130.0233333333333;138.35666666666668;"(9,17)";"(42,78)";"(84,155)";-8.07379545312841;-34.89838689105479;0.011468125979129825;84;155
-8.069302;-34.895458;107.6233333333333;118.4233333333333;117.1566666666667;107.4566666666667;108.3233333333333;118.99000000000001;"(19,22)";"(92,111)";"(183,222)";-8.069348696957302;-34.89534745278956;0.013235698447709799;183;222
-8.069984;-34.894127;107.9566666666667;122.2233333333333;119.4233333333333;107.7566666666667;109.1566666666667;106.69;"(16,28)";"(82,130)";"(164,258)";-8.070202114808323;-34.893714255661834;0.05152248394594581;164;258
-8.070611;-34.896862;98.44;112.99000000000001;117.59;103.74000000000001;126.29;117.09;"(16,19)";"(78,95)";"(155,190)";-8.070606365369333;-34.89679913488576;0.0069421695717070886;155;190
-8.068402;-34.889732;123.09;134.29000000000002;137.19;121.09;103.49000000000001;127.2233333333333;"(21,35)";"(98,174)";"(196,348)";-8.068764779480288;-34.889631371962295;0.04184468440146884;196;348
-8.063877;-34.885971;122.09;138.6233333333333;136.99;131.9233333333333;141.5233333333333;142.59;"(31,43)";"(152,215)";"(304,429)";-8.06391377274817;-34.885956972489396;0.004372106563647717;304;429
-8.069708;-34.898113;101.6566666666667;116.99000000000001;121.9233333333333;109.7566666666667;122.09;101.6233333333333;"(17,18)";"(84,89)";"(167,177)";-8.07006736462132;-34.897388904123645;0.08919806258701335;167;177
-8.065868;-34.893612;127.6233333333333;123.4233333333333;127.4233333333333;122.39;121.7566666666667;111.19;"(28,28)";"(140,136)";"(279,272)";-8.065036690973198;-34.89307928909115;0.1095039754096858;279;272
-8.071112;-34.890694;102.94;118.89;120.69;96.34;99.84;127.84;"(13,30)";"(58,144)";"(116,288)";-8.072358117800375;-34.89235320613835;0.22933938058212752;116;288
-8.063319;-34.886639;123.84;138.64;139.015;139.89;142.66500000000002;146.815;"(32,42)";"(161,205)";"(318,413)";-8.063284938542155;-34.886682846253166;0.006137489371329741;318;413
-8.069155;-34.888191;120.69;130.29000000000002;122.19;124.64;104.89;126.74000000000001;"(20,37)";"(94,190)";"(186,382)";-8.069213946770299;-34.88808891430031;0.013014372423442028;186;382
-8.070032;-34.897415;101.85666666666671;109.99000000000001;119.82333333333331;106.8233333333333;113.99000000000001;107.4233333333333;"(21,20)";"(98,98)";"(196,195)";-8.068764779480288;-34.89657234488249;0.16875363988140712;196;195
-8.073911;-34.898907;113.19;101.1566666666667;89.9233333333333;110.9233333333333;131.85666666666668;130.29000000000002;"(9,15)";"(42,78)";"(84,155)";-8.07379545312841;-34.89838689105479;0.058700563787888946;84;155
-8.076315;-34.895649;114.9566666666667;102.6566666666667;133.5566666666667;111.6233333333333;127.6233333333333;137.4566666666666;"(3,20)";"(22,102)";"(43,203)";-8.075637039017455;-34.89620926191759;0.09743131770413539;43;203
-8.072953;-34.896408;109.44;100.09;118.34;95.04;114.29;128.54000000000002;"(12,20)";"(57,96)";"(113,191)";-8.072492867987378;-34.89675372848989;0.06378736156139318;113;191
-8.072221;-34.896675;101.34;98.74000000000001;110.64;93.84;123.29;120.94;"(18,20)";"(90,99)";"(182,197)";-8.069393613686303;-34.89648159933893;0.3152002247569283;182;197
-8.06855;-34.897335;106.19;115.24000000000001;122.19;121.44;128.94;98.99000000000001;"(21,18)";"(101,89)";"(201,178)";-8.068540195835283;-34.89734356857063;0.0014420684944237811;201;178
-8.066875;-34.896301;114.29;121.2233333333333;117.35666666666671;117.39;128.9233333333333;107.99000000000001;"(20,19)";"(100,91)";"(199,180)";-8.068630029293285;-34.8972528351378;0.22156871401743483;199;180
-8.063548;-34.895119;136.29000000000002;104.84;127.59;130.09;128.94;115.89;"(32,22)";"(157,116)";"(312,232)";-8.063554438916162;-34.894893944293734;0.024794977954353925;312;232
-8.068204;-34.899822;110.39;106.1566666666667;119.59;101.1566666666667;126.82333333333331;98.79;"(19,18)";"(99,78)";"(198,156)";-8.068674946022286;-34.89834161405745;0.17123655086648612;198;156
-8.074253;-34.893768;89.1233333333333;109.35666666666671;109.09;90.6233333333333;114.35666666666671;111.39;"(9,26)";"(46,126)";"(92,252)";-8.073436119296401;-34.89398636031387;0.09398690121277715;92;252
-8.063861;-34.894207;134.7233333333333;118.99000000000001;130.32333333333332;131.29000000000002;139.49;122.3566666666667;"(31,26)";"(154,126)";"(308,252)";-8.063734105832166;-34.89398663419714;0.028073949218688003;308;252
-8.072496;-34.896748;112.0566666666667;106.2566666666667;113.2233333333333;90.89;114.89;131.4233333333333;"(7,26)";"(34,130)";"(68,259)";-8.074514120792427;-34.89366876448969;0.4066609504307858;68;259
-8.070594;-34.896706;100.9566666666667;119.9566666666667;119.02333333333331;110.89;128.49;117.6566666666667;"(15,19)";"(72,94)";"(144,187)";-8.071100449388345;-34.896935222668674;0.061727946162557015;144;187
-8.073426;-34.897091;116.24000000000001;104.39;96.04;108.74000000000001;133.44;134.24;"(9,15)";"(42,78)";"(84,155)";-8.07379545312841;-34.89838689105479;0.1485071456490705;84;155
-8.068459;-34.897064;113.7566666666667;125.39;108.9233333333333;121.89;126.8566666666667;108.4566666666667;"(22,11)";"(107,56)";"(214,111)";-8.067956278358269;-34.90038308514034;0.3697677646680051;214;111
-8.069315;-34.895363;99.49000000000001;120.49000000000001;113.54;100.29;120.69;112.84;"(18,21)";"(79,93)";"(158,186)";-8.07047161518233;-34.89698060186318;0.21973407615069446;158;186
-8.065391;-34.89286;135.35666666666668;122.8566666666667;129.72333333333341;126.2233333333333;117.52333333333331;120.4566666666667;"(28,28)";"(133,141)";"(265,282)";-8.065665525179213;-34.89262561505227;0.039982570484272235;265;282
-8.074126;-34.90041;118.99000000000001;104.54;115.84;120.19;141.89;141.89;"(7,12)";"(38,56)";"(76,111)";-8.074154786960419;-34.900383008235714;0.004368904903054334;76;111
-8.0689;-34.896038;108.9233333333333;117.7233333333333;113.6566666666667;101.52333333333331;117.9233333333333;110.6233333333333;"(20,21)";"(98,102)";"(196,203)";-8.068764779480288;-34.896209418193855;0.024136338838180733;196;203
-8.064969;-34.885334;126.99000000000001;138.1233333333333;139.9566666666666;119.82333333333331;120.5233333333333;143.4233333333333;"(28,45)";"(140,221)";"(280,442)";-8.064991774244197;-34.88536717030425;0.004445268579105062;280;442
-8.071845;-34.892197;109.69;120.6233333333333;125.15666666666671;101.1233333333333;92.7233333333333;137.79000000000002;"(15,30)";"(71,148)";"(139,295)";-8.07132503303335;-34.892035676626755;0.06050117914058505;139;295
-8.063531;-34.894985;135.2233333333333;100.2566666666667;127.69;134.75666666666672;122.5233333333333;120.29;"(32,24)";"(151,120)";"(302,240)";-8.064003606206173;-34.89453101021518;0.07254548079864044;302;240
-8.065293;-34.893894;133.22333333333341;121.4233333333333;125.7233333333333;130.29000000000002;117.29;112.1233333333333;"(28,26)";"(137,138)";"(277,273)";-8.0651265244312;-34.89303392092593;0.09651018707616285;277;273
-8.068587;-34.897018;112.9233333333333;114.4233333333333;116.4233333333333;103.69;122.9233333333333;110.8233333333333;"(21,15)";"(101,72)";"(202,144)";-8.068495279106282;-34.89888600686312;0.20596762111809824;202;144
-8.069752;-34.898006;106.9566666666667;114.52333333333331;121.69;112.89;126.49000000000001;103.4566666666667;"(21,18)";"(101,89)";"(201,178)";-8.068540195835283;-34.89734356857063;0.1532599985560793;201;178
-8.068977;-34.897396;109.24000000000001;101.49000000000001;116.94;92.14;121.39;105.59;"(19,20)";"(90,99)";"(183,197)";-8.069348696957302;-34.89648160033024;0.10885479251841525;183;197
-8.069902;-34.890251;110.19;140.99;126.04;128.24;108.99000000000001;127.04;"(17,34)";"(84,171)";"(168,339)";-8.070022447892319;-34.89003961669595;0.02685834592408556;168;339
-8.07407;-34.890339;93.59;131.5233333333333;127.9233333333333;113.59;117.89;134.39;"(9,34)";"(42,166)";"(83,331)";-8.073840369857411;-34.89040240282205;0.026478089339751695;83;331
-8.069248;-34.891338;124.69;132.6233333333333;129.09;115.89;100.1566666666667;132.82333333333332;"(19,35)";"(91,175)";"(182,350)";-8.069393613686303;-34.88954061561809;0.1985986216425443;182;350
-8.062549;-34.888329;121.59;129.6233333333333;139.49;128.19;136.49;142.09;"(31,43)";"(152,215)";"(304,429)";-8.06391377274817;-34.885956972489396;0.30212686870423716;304;429
-8.068864;-34.896126;103.99000000000001;119.2233333333333;124.8566666666667;105.7233333333333;114.89;119.7566666666667;"(19,22)";"(93,109)";"(185,218)";-8.0692588634993;-34.89552891858904;0.07907240422096067;185;218
-8.065285;-34.897007;122.69;96.3233333333333;123.15666666666671;96.85666666666671;125.2566666666667;105.9233333333333;"(29,19)";"(147,92)";"(293,183)";-8.064407856767183;-34.89711682414158;0.09830824445004736;293;183
-8.068195;-34.890701;124.99000000000001;133.79000000000002;129.6566666666667;119.79;89.19;128.82333333333332;"(22,33)";"(106,163)";"(212,326)";-8.06804611181627;-34.89062944661115;0.018339441761291955;212;326
-8.07525;-34.892239;117.6566666666667;117.99000000000001;130.9233333333333;99.29;123.6233333333333;133.1233333333333;"(6,30)";"(28,152)";"(56,303)";-8.07505312154044;-34.891672620979335;0.06610406022249098;56;303
-8.070146;-34.897236;108.2233333333333;120.5233333333333;116.5566666666667;113.8233333333333;125.2566666666667;105.7566666666667;"(19,13)";"(95,62)";"(190,124)";-8.069034279854295;-34.89979331550768;0.30757480642428686;190;124
-8.062465;-34.888275;125.99000000000001;128.0566666666667;140.09;122.79;138.32333333333332;139.39;"(1,44)";"(1,218)";"(1,435)";-8.0775235416355;-34.885684116807155;1.699034948016512;1;435
-8.073506;-34.897392;112.89;107.02333333333331;90.4566666666667;102.99000000000001;130.89;137.19;"(9,17)";"(42,78)";"(84,155)";-8.07379545312841;-34.89838689105479;0.11419361645725591;84;155
-8.065799;-34.889885;139.6233333333333;129.79000000000002;137.9233333333333;126.8566666666667;112.7233333333333;127.7566666666667;"(28,35)";"(131,164)";"(262,327)";-8.065800275366216;-34.890584163143366;0.0769962028833658;262;327
-8.071461;-34.900787;117.89;118.69;113.79;114.6566666666667;135.19;124.9566666666667;"(14,11)";"(59,52)";"(118,104)";-8.072268284342373;-34.900700595254094;0.09029404850822607;118;104
-8.071243;-34.90081;127.24000000000001;120.54;120.79;128.84;132.34;128.44;"(14,7)";"(68,35)";"(135,69)";-8.071504699949354;-34.90228841915787;0.16539176524876956;135;69
-8.07056;-34.893028;97.7233333333333;114.6566666666667;120.3566666666667;98.8233333333333;105.19;108.2233333333333;"(17,26)";"(83,128)";"(166,255)";-8.07011228135032;-34.89385035622015;0.1033503516499673;166;255
-8.076993;-34.897499;116.59;82.74000000000001;133.715;120.765;127.74000000000001;137.09;"(2,18)";"(8,89)";"(15,177)";-8.076894707429485;-34.89738876878032;0.01633644997793905;15;177
-8.070338;-34.900921;128.1233333333333;125.9566666666667;115.7233333333333;119.79;137.59;122.99000000000001;"(17,11)";"(81,50)";"(162,99)";-8.070291948266325;-34.90092744825934;0.0051711550511178515;162;99
-8.06489;-34.893192;133.74;123.94;128.19;125.59;120.99000000000001;125.19;"(34,9)";"(176,38)";"(352,76)";-8.061757769756118;-34.90197093873097;1.0276512730748668;352;76
-8.074799;-34.900253;123.34;107.09;121.34;121.44;140.74;131.09;"(5,13)";"(31,58)";"(63,114)";-8.074738704437433;-34.900246901467305;0.006739998043223603;63;114
-8.072493;-34.89246;102.0566666666667;123.0566666666667;119.6233333333333;102.02333333333331;108.4233333333333;127.79;"(12,27)";"(58,131)";"(115,263)";-8.072403034529376;-34.89348736080391;0.11357897770027141;115;263
-8.067734;-34.890442;120.5566666666667;120.9566666666667;127.89;102.29;104.0566666666667;126.2566666666667;"(12,29)";"(61,145)";"(118,289)";-8.072268284342373;-34.892307842809714;0.5445832482678855;118;289
-8.068971;-34.895992;103.44;121.84;120.24000000000001;103.49000000000001;108.39;122.34;"(19,22)";"(92,111)";"(183,221)";-8.069348696957302;-34.895392818691185;0.07822299669686959;183;221
-8.068712;-34.889622;123.8566666666667;131.59;134.5566666666667;116.79;103.39;128.6233333333333;"(21,35)";"(99,175)";"(198,349)";-8.068674946022286;-34.889586009640006;0.005717925967352975;198;349
-8.061604;-34.902233;129.5233333333333;111.7566666666667;131.6233333333333;129.79000000000002;123.5233333333333;131.6566666666667;"(36,7)";"(178,34)";"(356,67)";-8.061578102840114;-34.9023792255203;0.0163589930248786;356;67
-8.076381;-34.895958;118.7233333333333;106.52333333333331;131.79000000000002;129.6566666666667;130.1566666666667;139.69;"(4,21)";"(23,101)";"(45,202)";-8.075547205559452;-34.89625463055991;0.09832473281959041;45;202
-8.074646;-34.890301;113.02333333333331;129.85666666666668;129.29000000000002;99.9566666666667;129.22333333333341;149.25666666666672;"(7,33)";"(33,168)";"(66,335)";-8.07460395425043;-34.89022090850817;0.009983103324569101;66;335
-8.069909;-34.895981;93.94;123.64;119.19;109.14;124.79;123.39;"(15,19)";"(79,93)";"(158,185)";-8.07047161518233;-34.89702596789087;0.13099106774433295;158;185
-8.06698;-34.895916;123.14;115.99000000000001;119.64;123.04;123.99000000000001;95.59;"(25,23)";"(122,112)";"(244,221)";-8.066608776488236;-34.89539288649842;0.07087710650321649;244;221
-8.062226;-34.8881;135.64;128.865;136.49;134.115;138.065;140.64;"(35,39)";"(169,195)";"(338,389)";-8.062386603962134;-34.88777165070813;0.040331812908706674;338;389
-8.069888;-34.897655;102.49000000000001;113.69;117.94;109.64;125.69;101.79;"(20,17)";"(101,89)";"(202,179)";-8.068495279106282;-34.897298203659005;0.15981281750721973;202;179
-8.072871;-34.896416;105.52333333333331;103.29;122.69;91.99000000000001;131.32333333333332;130.82333333333332;"(11,20)";"(55,96)";"(110,192)";-8.072627618174382;-34.89670835933698;0.04206401606013044;110;192
-8.068844;-34.900398;108.09;118.4233333333333;122.09;122.5233333333333;123.6233333333333;112.09;"(20,13)";"(96,61)";"(191,121)";-8.068989363125294;-34.89992941371458;0.054076767271811106;191;121
-8.06778;-34.900604;108.79;108.19;110.59;104.89;115.6566666666667;111.3233333333333;"(19,20)";"(103,97)";"(206,193)";-8.068315612190277;-34.89666308625916;0.43806460525922214;206;193
-8.075427;-34.89283;117.04;123.64;126.34;106.39;125.94;138.69;"(5,29)";"(25,141)";"(49,282)";-8.075367538643448;-34.89262530842301;0.023491542367546293;49;282
-8.072744;-34.896442;107.1566666666667;101.85666666666671;123.79;96.39;126.4566666666667;127.39;"(11,20)";"(53,97)";"(106,193)";-8.072807285090386;-34.896662989182666;0.02533376982874894;106;193
-8.070131;-34.889793;104.79;136.69;124.5566666666667;121.6233333333333;112.69;131.75666666666672;"(17,34)";"(84,171)";"(168,339)";-8.070022447892319;-34.89003961669595;0.029721530172895236;168;339
-8.068638;-34.889256;123.7566666666667;135.25666666666672;133.6233333333333;125.4566666666667;103.02333333333331;128.72333333333341;"(20,36)";"(99,179)";"(199,355)";-8.068630029293285;-34.88931381646991;0.006428480316148732;199;355
-8.065813;-34.89069;136.25666666666672;136.0566666666667;137.09;126.7233333333333;122.8566666666667;120.49000000000001;"(27,33)";"(131,163)";"(262,326)";-8.065800275366216;-34.890629528646755;0.00680820590155365;262;326
-8.069942;-34.894192;110.44;119.34;115.04;108.49000000000001;105.79;106.84;"(17,26)";"(82,130)";"(164,258)";-8.070202114808323;-34.893714255661834;0.06004175685108801;164;258
-8.070806;-34.900871;122.79;130.75666666666672;122.8566666666667;130.5233333333333;135.79000000000002;133.4566666666666;"(16,10)";"(78,50)";"(155,100)";-8.070606365369333;-34.90088207873949;0.02223812245329462;155;100
-8.070102;-34.897385;100.99000000000001;116.35666666666671;119.5566666666667;110.5566666666667;122.3566666666667;104.02333333333331;"(17,18)";"(84,89)";"(167,177)";-8.07006736462132;-34.897388904123645;0.0038762839150571827;167;177
-8.075698;-34.896202;115.79;116.34;133.19;126.39;127.59;139.34;"(5,21)";"(23,101)";"(47,201)";-8.07545737210145;-34.89629999918061;0.028858059623269115;47;201
-8.072473;-34.892658;97.24000000000001;122.69;118.14;108.94;102.34;116.64;"(16,29)";"(76,146)";"(151,292)";-8.070786032285337;-34.89217179263797;0.19512527758005616;151;292
-8.063093;-34.886887;126.2233333333333;137.72333333333341;141.69;138.59;144.25666666666672;144.9566666666667;"(32,42)";"(159,207)";"(318,413)";-8.063284938542155;-34.886682846253166;0.031003862800028214;318;413
-8.071158;-34.892002;109.79;128.25666666666672;130.69;115.3233333333333;89.52333333333331;140.49;"(15,30)";"(70,148)";"(139,295)";-8.07132503303335;-34.892035676626755;0.01894501422323594;139;295
-8.064125;-34.894535;134.6566666666667;105.79;120.09;133.59;122.0566666666667;120.0233333333333;"(31,24)";"(151,120)";"(302,240)";-8.064003606206173;-34.89453101021518;0.01350933486149514;302;240
-8.074259;-34.900318;117.09;113.1233333333333;88.79;115.7233333333333;138.1566666666667;137.19;"(8,14)";"(40,69)";"(79,135)";-8.074020036773415;-34.899294215680925;0.11583361229914202;79;135
-8.07337;-34.890564;94.1566666666667;131.72333333333341;122.82333333333331;116.1233333333333;109.49000000000001;138.32333333333332;"(9,33)";"(44,165)";"(88,329)";-8.073615786212406;-34.89049314392019;0.028429683531062764;88;329
-8.074542;-34.900314;125.29;106.79;116.79;126.4566666666667;141.5566666666667;136.79000000000002;"(5,12)";"(24,59)";"(48,118)";-8.07541245537245;-34.9000654265465;0.10061295011918332;48;118
-8.07023;-34.893658;102.44;119.19;117.64;106.04;100.84;108.39;"(17,26)";"(82,129)";"(164,258)";-8.070202114808323;-34.893714255661834;0.006928171181592029;164;258
-8.068686;-34.898205;96.9566666666667;106.4566666666667;119.19;97.7233333333333;127.32333333333331;96.9233333333333;"(19,18)";"(99,98)";"(198,195)";-8.068674946022286;-34.89657234684356;0.17980055836741535;198;195
-8.065601;-34.892693;135.25666666666672;124.19;125.89;128.4233333333333;121.99000000000001;120.4233333333333;"(27,29)";"(133,141)";"(265,282)";-8.065665525179213;-34.89262561505227;0.01032360249645301;265;282
-8.065003;-34.885441;119.7566666666667;132.4566666666666;139.4566666666667;123.4566666666667;118.09;135.89;"(28,44)";"(140,221)";"(280,441)";-8.064991774244197;-34.885412535716924;0.003374185383308435;280;441
-8.069985;-34.897453;107.64;118.84;119.29;110.69;116.59;110.19;"(19,15)";"(88,81)";"(175,162)";-8.069708030789311;-34.898069400372684;0.07454437717343071;175;162
-8.068839;-34.888863;121.34;134.24;129.14;124.215;109.065;128.765;"(19,39)";"(93,191)";"(185,382)";-8.0692588634993;-34.88808891237571;0.09720004495578427;185;382
-8.067422;-34.893604;120.09;125.5566666666667;123.49000000000001;119.02333333333331;122.19;108.49000000000001;"(23,10)";"(110,52)";"(220,104)";-8.067686777984262;-34.900700648488346;0.7820771368315246;220;104
-8.072612;-34.890915;105.7566666666667;129.4233333333333;117.79;110.35666666666671;111.1566666666667;138.9233333333333;"(11,33)";"(55,163)";"(110,325)";-8.072627618174382;-34.89067464545613;0.02652579223639434;110;325
-8.071087;-34.891975;105.74000000000001;131.54000000000002;132.94;114.74000000000001;89.99000000000001;139.09;"(15,30)";"(72,148)";"(144,296)";-8.071100449388345;-34.89199031795492;0.0022546334645832397;144;296
